Q45,Q46,Q57,Q184,Q218,Q254,source,tsne_x,tsne_y,tsne_x_3d,tsne_y_3d,tsne_z_3d
1.0,1.0,1.0,3.0,1.0,3.0,Survey,-58.68848,2.9162126,-15.534295,-1.5379535,-1.2866384
2.0,3.0,1.0,10.0,2.0,2.0,Survey,47.66096,10.552641,19.466206,5.550409,1.3533349
1.0,1.0,1.0,5.0,3.0,1.0,Survey,-35.015766,-29.823677,-7.5701566,-3.4719708,13.318661
2.0,2.0,2.0,10.0,1.0,1.0,Survey,66.8552,3.5649874,21.2525,-0.012480051,-10.17875
3.0,2.0,2.0,8.0,2.0,1.0,Survey,13.832319,-10.845089,3.7047882,-3.507857,-1.9197887
2.0,3.0,2.0,9.0,1.0,1.0,Survey,44.656933,-29.667988,12.174201,-2.548513,-12.367306
2.0,2.0,1.0,6.0,1.0,1.0,Survey,-9.645739,-41.875263,-5.5232344,-11.41092,-8.071143
1.0,2.0,1.0,8.0,1.0,1.0,Survey,37.050266,-51.635113,12.834655,-19.867899,6.7056985
3.0,1.0,1.0,10.0,3.0,1.0,Survey,53.230053,-12.289477,15.595291,-3.7804291,1.4951848
1.0,2.0,1.0,6.0,2.0,2.0,Survey,-13.139174,7.7195234,-5.1594715,2.841662,12.444049
3.0,3.0,2.0,8.0,1.0,2.0,Survey,11.800682,28.620132,5.884178,2.0575852,-11.009041
1.0,1.0,1.0,2.0,1.0,1.0,Survey,-65.796425,-7.4111123,-24.05365,-3.0703144,-2.839793
1.0,2.0,1.0,8.0,2.0,2.0,Survey,20.031816,11.054208,4.3851223,2.615032,14.175048
1.0,2.0,2.0,9.0,2.0,2.0,Survey,35.19986,4.158102,10.164129,4.6054506,8.611836
3.0,2.0,1.0,9.0,2.0,3.0,Survey,29.837708,14.606587,10.2401285,6.7085967,-1.1585077
1.0,2.0,1.0,7.0,1.0,1.0,Survey,-14.301441,-55.657173,-2.577847,-18.512436,-8.990842
1.0,2.0,2.0,10.0,2.0,2.0,Survey,41.182453,4.598651,13.750149,5.316186,7.9344835
1.0,3.0,1.0,3.0,2.0,2.0,Survey,-57.575165,-2.7113028,-20.23547,-4.3041906,0.72921276
2.0,1.0,1.0,6.0,1.0,2.0,Survey,-19.827387,15.999948,-5.9255047,3.7974257,-2.6365979
2.0,2.0,1.0,10.0,1.0,2.0,Survey,59.64197,22.129011,23.522694,8.321854,4.3269544
1.0,3.0,2.0,7.0,1.0,2.0,Survey,-4.9854417,41.758686,-5.17185,14.176808,-8.391951
2.0,2.0,1.0,8.0,1.0,1.0,Survey,8.359387,-54.926907,5.5232544,-13.261333,-13.834748
1.0,1.0,2.0,7.0,2.0,3.0,Survey,-7.9967713,10.870183,-2.1056488,8.863286,7.1949034
1.0,2.0,2.0,10.0,2.0,2.0,Survey,41.182438,4.5985093,13.750114,5.3159065,7.934523
2.0,2.0,2.0,8.0,1.0,2.0,Survey,7.1936264,37.4362,5.5684757,7.880931,-12.863754
2.0,3.0,2.0,5.0,1.0,1.0,Survey,-33.18279,-10.723194,-11.179009,-6.5193663,-12.586112
1.0,2.0,1.0,7.0,1.0,1.0,Survey,-13.863208,-55.503136,-3.057214,-18.483566,-9.889626
3.0,2.0,1.0,6.0,2.0,2.0,Survey,-18.538818,12.9686165,-3.3465555,2.1550293,0.9707276
2.0,3.0,1.0,8.0,2.0,3.0,Survey,26.708813,14.756471,8.252209,7.5092797,0.6108932
1.0,2.0,1.0,6.0,1.0,1.0,Survey,-17.465422,-46.48769,-8.47475,-17.524527,-7.5111513
3.0,2.0,1.0,9.0,1.0,2.0,Survey,26.698317,33.565475,10.107973,6.499485,-5.4556375
3.0,2.0,2.0,10.0,1.0,3.0,Survey,32.880478,44.308777,14.192387,11.949649,-3.9795816
2.0,2.0,1.0,8.0,1.0,5.0,Survey,22.549362,44.617016,8.299714,14.378936,-2.0199988
3.0,2.0,2.0,10.0,2.0,1.0,Survey,57.237408,-3.1718433,15.276024,1.3966291,-1.3434962
2.0,2.0,1.0,10.0,1.0,2.0,Survey,60.63907,21.924307,24.712446,7.931837,4.185451
2.0,2.0,2.0,9.0,1.0,5.0,Survey,24.460625,46.384758,10.2288475,14.846303,-2.0791745
1.0,1.0,2.0,7.0,1.0,2.0,Survey,-11.28886,38.892612,-4.2925334,13.545264,-13.0044
3.0,1.0,1.0,10.0,1.0,2.0,Survey,59.547497,14.410228,10.9912815,8.423561,-9.914895
1.0,1.0,2.0,10.0,2.0,2.0,Survey,39.718708,6.1808424,14.726914,5.5988708,10.27107
3.0,2.0,2.0,6.0,3.0,1.0,Survey,-18.837372,-21.650274,-4.567505,-3.6883132,7.3280315
2.0,2.0,1.0,8.0,1.0,3.0,Survey,19.714249,39.95637,5.5481095,14.527378,-1.0654395
2.0,2.0,2.0,5.0,2.0,2.0,Survey,-24.553823,1.3985244,-9.782129,1.4474535,4.8868585
2.0,1.0,2.0,9.0,2.0,1.0,Survey,31.533815,-15.24111,10.916859,-4.492669,2.2521548
2.0,2.0,2.0,1.0,1.0,1.0,Survey,-71.81581,3.5970526,-26.531002,2.673609,-1.4569476
1.0,2.0,2.0,8.0,1.0,2.0,Survey,-1.9119942,56.4149,5.4880795,10.937124,12.2997675
1.0,1.0,1.0,9.0,1.0,3.0,Survey,28.754288,22.763157,9.507291,6.77013,14.107428
1.0,1.0,1.0,8.0,2.0,3.0,Survey,21.077574,15.273802,5.6242166,4.9380746,13.447062
1.0,1.0,2.0,6.0,1.0,1.0,Survey,-14.680302,-28.644888,-11.442789,-13.572768,-8.573341
2.0,2.0,2.0,5.0,1.0,1.0,Survey,-37.431423,-11.085892,-13.556041,-6.952205,-11.824812
3.0,2.0,1.0,6.0,1.0,1.0,Survey,-6.5015926,-41.856274,-3.773726,-8.965616,-8.394395
1.0,3.0,2.0,5.0,2.0,2.0,Survey,-34.401115,7.1438518,-12.67754,5.695312,7.9212236
1.0,1.0,1.0,10.0,1.0,2.0,Survey,51.5888,18.058498,19.231846,6.911704,10.7739315
2.0,2.0,1.0,7.0,1.0,2.0,Survey,-10.383909,24.280445,-3.032149,2.0243845,-7.5219646
2.0,2.0,2.0,8.0,2.0,2.0,Survey,8.690078,18.96025,3.1506333,6.87252,-5.2951818
2.0,2.0,1.0,8.0,1.0,1.0,Survey,7.7991147,-54.323982,4.8826327,-13.550488,-14.402677
2.0,1.0,1.0,6.0,2.0,1.0,Survey,-14.680277,-34.25001,-7.0912952,-11.607583,-2.357826
1.0,2.0,2.0,9.0,1.0,1.0,Survey,45.9516,-36.182705,14.343252,-14.635198,3.2036545
3.0,3.0,2.0,9.0,1.0,1.0,Survey,39.263454,-26.33858,12.225139,-2.3483984,-10.118704
1.0,2.0,1.0,8.0,1.0,3.0,Survey,12.153099,53.309162,5.005966,6.7849894,15.460787
1.0,2.0,2.0,3.0,1.0,2.0,Survey,-56.4092,3.153609,-17.052557,-2.9315243,-0.15781827
2.0,2.0,2.0,10.0,1.0,1.0,Survey,66.853836,4.73295,22.117739,0.06304615,-9.729399
1.0,2.0,2.0,6.0,1.0,2.0,Survey,-18.680744,27.204844,-10.315219,6.7811,-11.271619
1.0,3.0,2.0,5.0,2.0,1.0,Survey,-26.95558,-34.863037,-12.710542,-9.046023,11.352507
2.0,2.0,2.0,5.0,1.0,1.0,Survey,-37.17173,-11.025156,-13.241316,-7.145421,-11.318776
1.0,3.0,2.0,7.0,2.0,2.0,Survey,4.733209,8.531391,0.61550015,7.3076544,9.730899
2.0,3.0,2.0,8.0,3.0,3.0,Survey,11.859507,15.218355,2.6019475,5.2079096,6.6833487
1.0,1.0,1.0,5.0,1.0,1.0,Survey,-46.379436,-26.503424,-13.1889,-12.732289,-4.2534404
3.0,2.0,1.0,7.0,1.0,2.0,Survey,-5.363473,24.879318,1.0401198,1.3705908,-6.936088
1.0,2.0,2.0,5.0,2.0,1.0,Survey,-29.371618,-37.76882,-11.060264,-10.019495,8.750445
2.0,2.0,1.0,8.0,1.0,2.0,Survey,19.300478,36.748795,3.6466517,16.508572,1.3371364
1.0,2.0,2.0,8.0,1.0,2.0,Survey,-1.5405022,56.941566,5.4896827,11.310305,13.213706
1.0,2.0,1.0,6.0,1.0,1.0,Survey,-17.465422,-46.48769,-8.47475,-17.524527,-7.5111513
2.0,1.0,1.0,8.0,1.0,1.0,Survey,19.254002,-46.422844,8.535007,-13.312271,-6.9545207
2.0,2.0,1.0,6.0,2.0,3.0,Survey,-21.273394,11.905084,-6.2209377,5.358843,1.2817184
1.0,3.0,2.0,1.0,3.0,1.0,Survey,-81.03354,7.671038,-29.782421,4.085725,4.2518597
3.0,1.0,2.0,10.0,1.0,2.0,Survey,45.075665,31.121225,12.050461,5.4268436,-10.520143
2.0,2.0,2.0,9.0,1.0,5.0,Survey,24.460419,46.38467,10.228783,14.846359,-2.079298
2.0,4.0,2.0,9.0,1.0,1.0,Survey,45.669167,-30.074888,12.182796,-1.4151732,-12.723844
1.0,1.0,1.0,5.0,1.0,1.0,Survey,-46.38409,-26.502491,-13.225125,-12.733727,-4.2032676
2.0,2.0,1.0,7.0,1.0,2.0,Survey,-9.651883,24.323767,-2.062186,1.8356793,-7.2702174
1.0,2.0,2.0,2.0,2.0,1.0,Survey,-67.46764,-5.410774,-23.338793,-3.6983507,5.031395
1.0,1.0,1.0,5.0,1.0,2.0,Survey,-36.637924,12.062966,-12.447255,0.30974093,-9.983965
1.0,1.0,2.0,5.0,1.0,2.0,Survey,-46.712223,17.281202,-15.274238,1.905403,-11.430551
2.0,2.0,2.0,10.0,1.0,2.0,Survey,50.025425,36.87087,19.912548,15.425474,-2.7646224
2.0,2.0,2.0,10.0,1.0,2.0,Survey,49.339527,38.069942,21.195488,15.185369,-2.7449095
1.0,2.0,1.0,5.0,1.0,2.0,Survey,-35.467976,14.732681,-11.646794,1.5646033,-7.765704
2.0,1.0,1.0,5.0,2.0,1.0,Survey,-39.6285,-24.120455,-10.256564,-9.943662,-1.2095478
1.0,2.0,2.0,7.0,1.0,2.0,Survey,-8.621736,41.72262,-3.0915139,14.109237,-9.748869
1.0,2.0,1.0,7.0,2.0,2.0,Survey,-6.8854384,8.070815,-1.8914589,2.8169641,13.627802
2.0,1.0,2.0,6.0,2.0,2.0,Survey,-17.949545,3.9685667,-5.666642,2.4120812,2.8894408
2.0,2.0,1.0,5.0,2.0,2.0,Survey,-25.734837,-4.0376935,-10.503647,2.4955928,0.30737358
1.0,1.0,2.0,7.0,1.0,2.0,Survey,-11.288379,38.893093,-4.292402,13.545416,-13.003618
1.0,3.0,2.0,10.0,2.0,2.0,Survey,43.086494,6.4354353,13.655872,7.4733996,7.4814396
2.0,2.0,1.0,8.0,3.0,2.0,Survey,23.805553,2.508408,5.350557,2.7708206,3.4437788
3.0,2.0,2.0,10.0,1.0,1.0,Survey,62.751072,-3.8167422,16.57262,-1.0907047,-8.320003
2.0,2.0,1.0,6.0,2.0,5.0,Survey,-26.587341,32.951603,-7.1583242,10.242466,2.8621056
1.0,3.0,2.0,1.0,2.0,1.0,Survey,-78.556496,6.283844,-29.909567,4.6890626,1.946958
2.0,2.0,2.0,6.0,1.0,1.0,Survey,-13.878493,-13.807541,-7.8056536,-9.919969,-11.381245
3.0,3.0,1.0,10.0,1.0,3.0,Survey,37.55987,46.786255,14.169804,9.347919,-4.918069
2.0,2.0,2.0,5.0,1.0,1.0,Survey,-37.17173,-11.025156,-13.241316,-7.145421,-11.318776
3.0,3.0,2.0,10.0,1.0,2.0,Survey,42.63391,45.335316,17.153534,6.740341,-5.8188505
1.0,2.0,2.0,8.0,1.0,2.0,Survey,-1.6040232,57.47803,5.826934,11.133917,12.679545
3.0,3.0,1.0,6.0,2.0,2.0,Survey,-19.85304,21.209753,-3.7310572,1.4506137,0.5845453
1.0,2.0,1.0,8.0,1.0,2.0,Survey,12.257567,57.02213,5.023488,6.4339166,19.16418
2.0,3.0,2.0,9.0,1.0,5.0,Survey,23.918514,46.11191,9.943852,14.803963,-2.6991227
1.0,2.0,1.0,1.0,2.0,1.0,Survey,-74.44557,-4.276825,-26.307701,-3.8732882,1.8023263
2.0,2.0,1.0,8.0,1.0,1.0,Survey,7.7991147,-54.323982,4.8826327,-13.550488,-14.402677
1.0,2.0,1.0,6.0,1.0,1.0,Survey,-17.465422,-46.48769,-8.47475,-17.524527,-7.5111513
2.0,1.0,1.0,5.0,1.0,1.0,Survey,-44.157898,-21.289877,-11.734481,-9.455335,-4.733958
2.0,2.0,1.0,6.0,3.0,2.0,Survey,-13.375498,2.0625525,-6.0913706,0.23040661,8.750371
2.0,2.0,1.0,10.0,1.0,1.0,Survey,80.68059,-7.8182673,27.20166,-1.7440692,-1.900278
1.0,2.0,1.0,5.0,1.0,1.0,Survey,-48.55348,-31.441236,-16.941383,-12.227299,-3.1221118
1.0,1.0,2.0,10.0,3.0,1.0,Survey,44.247875,-12.537302,15.84543,-3.2046578,5.949439
1.0,2.0,2.0,2.0,2.0,3.0,Survey,-66.42732,17.413319,-25.13774,8.948571,3.4552007
2.0,1.0,1.0,9.0,1.0,1.0,Survey,34.78602,-35.572544,13.638242,-10.3381195,-6.0521355
2.0,3.0,2.0,7.0,1.0,2.0,Survey,5.413369,28.666952,2.224998,2.958593,-13.6462755
2.0,2.0,2.0,7.0,1.0,1.0,Survey,-3.7885993,-7.20601,-0.9229368,-1.9650289,-14.824082
2.0,2.0,1.0,6.0,1.0,1.0,Survey,-9.581719,-42.094753,-5.3995214,-11.508392,-8.067891
1.0,2.0,1.0,8.0,1.0,2.0,Survey,12.19812,57.09178,4.6802697,6.2860885,19.372667
2.0,2.0,2.0,8.0,1.0,3.0,Survey,10.585553,38.52388,5.8307076,13.340719,-3.9606097
2.0,2.0,2.0,6.0,1.0,2.0,Survey,-22.278881,25.0774,-8.383194,9.877001,-8.199612
1.0,2.0,1.0,10.0,1.0,1.0,Survey,60.906677,-38.905586,24.357496,-9.968448,5.6352067
1.0,2.0,2.0,7.0,1.0,2.0,Survey,-8.200709,41.46118,-2.9665678,14.839067,-10.470605
1.0,2.0,2.0,1.0,3.0,2.0,Survey,-79.0895,12.132925,-27.328907,3.3491488,6.690637
1.0,2.0,2.0,10.0,1.0,2.0,Survey,44.650806,21.516825,15.608015,10.697711,11.6604395
3.0,2.0,1.0,7.0,1.0,1.0,Survey,0.67501104,-42.746918,0.09160072,-8.567821,-9.19381
2.0,2.0,1.0,1.0,2.0,5.0,Survey,-60.809914,23.658186,-19.405403,11.242103,3.5978737
1.0,1.0,1.0,6.0,1.0,2.0,Survey,-14.305161,14.408794,-8.825335,-0.31503263,-10.729432
2.0,2.0,1.0,3.0,2.0,1.0,Survey,-55.512962,-3.7829814,-20.187208,-1.8845865,1.4674407
2.0,2.0,1.0,5.0,1.0,1.0,Survey,-43.96632,-17.178833,-11.042414,-6.1610885,-5.757929
3.0,3.0,2.0,4.0,1.0,4.0,Survey,-30.597593,28.323017,-8.993471,11.805984,-0.7543969
1.0,2.0,2.0,5.0,1.0,1.0,Survey,-57.47382,-26.867075,-18.291481,-12.482264,-10.890977
2.0,2.0,2.0,7.0,3.0,3.0,Survey,-0.5085665,13.921029,0.2043037,4.667725,4.8447623
1.0,1.0,2.0,1.0,1.0,1.0,Survey,-79.56204,-0.48772952,-29.8667,-0.4754355,-1.4397801
2.0,2.0,2.0,7.0,1.0,2.0,Survey,-5.2500877,32.469036,-2.4157925,7.4062347,-12.748445
1.0,2.0,2.0,8.0,1.0,3.0,Survey,0.7013672,54.948116,6.4781666,8.736317,13.495842
1.0,1.0,1.0,7.0,2.0,2.0,Survey,-9.238391,10.224486,-2.9658885,0.80039346,14.472875
2.0,3.0,1.0,8.0,1.0,1.0,Survey,6.8870206,-51.325348,3.7275946,-11.234099,-13.257009
2.0,2.0,2.0,7.0,2.0,2.0,Survey,3.5349174,15.81272,-0.58250254,8.572313,-3.3610291
2.0,2.0,2.0,7.0,1.0,2.0,Survey,-5.258391,32.468967,-2.0518286,7.2965927,-12.57384
2.0,2.0,2.0,8.0,1.0,2.0,Survey,6.6472197,38.090088,5.4599266,8.814671,-13.174166
1.0,2.0,2.0,5.0,1.0,4.0,Survey,-31.364773,32.483505,-10.833543,10.764299,2.3293526
2.0,2.0,1.0,8.0,1.0,1.0,Survey,6.605521,-54.99296,4.9330406,-13.547188,-15.129404
3.0,2.0,2.0,6.0,1.0,2.0,Survey,-24.365423,24.983665,-8.411119,9.438503,-5.8554616
1.0,2.0,1.0,10.0,1.0,2.0,Survey,51.10634,22.201277,18.908167,9.365344,7.839941
1.0,2.0,1.0,8.0,3.0,1.0,Survey,14.048904,-28.357162,6.9597697,-4.2073727,8.6312895
2.0,4.0,1.0,6.0,3.0,1.0,Survey,-21.895329,-21.227316,-4.38909,-4.0589857,5.2045774
2.0,2.0,2.0,1.0,2.0,2.0,Survey,-73.31102,9.557099,-24.706621,4.5196157,3.217489
1.0,1.0,1.0,9.0,2.0,1.0,Survey,40.871197,-17.433819,12.58035,-7.832187,6.663814
1.0,2.0,1.0,2.0,1.0,1.0,Survey,-64.399925,-7.856657,-23.093706,-3.78794,-1.1776979
3.0,2.0,1.0,5.0,2.0,5.0,Survey,-27.565163,31.761827,-7.8722534,9.135542,1.9780641
1.0,2.0,1.0,8.0,3.0,3.0,Survey,19.601587,14.535888,3.7061288,4.8909144,12.343963
1.0,1.0,2.0,1.0,2.0,1.0,Survey,-82.51444,-1.2229358,-31.0047,-1.2972417,1.7340938
2.0,2.0,1.0,1.0,2.0,2.0,Survey,-72.066345,10.754805,-25.522547,5.0224843,1.5519192
2.0,3.0,1.0,3.0,1.0,5.0,Survey,-57.306446,23.340826,-17.00094,9.640781,2.957544
3.0,2.0,1.0,10.0,1.0,3.0,Survey,34.485287,48.79492,12.572914,10.911391,-5.599216
1.0,1.0,1.0,10.0,1.0,1.0,Survey,62.540024,-29.202585,18.383097,-10.519671,8.975624
1.0,1.0,2.0,9.0,1.0,2.0,Survey,37.393375,22.363668,11.690589,7.275694,13.037699
2.0,2.0,1.0,8.0,1.0,2.0,Survey,19.300478,36.748795,3.6466517,16.508572,1.3371364
2.0,2.0,2.0,8.0,2.0,1.0,Survey,17.646032,-17.067564,6.0019727,-4.9864616,1.2143295
2.0,2.0,1.0,8.0,1.0,1.0,Survey,6.8009605,-55.41037,5.1429973,-14.423296,-14.460748
1.0,1.0,2.0,2.0,1.0,1.0,Survey,-67.94962,-8.349237,-24.355635,-4.5291114,-3.4849286
1.0,2.0,1.0,8.0,2.0,2.0,Survey,20.1557,10.881234,4.358761,2.0888686,14.437392
1.0,1.0,1.0,3.0,2.0,1.0,Survey,-59.879925,-6.5055127,-19.75503,-4.8655972,4.0583987
2.0,3.0,2.0,6.0,2.0,2.0,Survey,-20.521408,5.863504,-4.377717,4.365275,5.757225
3.0,2.0,1.0,7.0,1.0,2.0,Survey,-5.363473,24.879318,1.0401198,1.3705908,-6.936088
2.0,2.0,1.0,10.0,1.0,2.0,Survey,60.029797,21.697521,23.676512,7.924906,5.2877192
1.0,2.0,2.0,8.0,1.0,2.0,Survey,-2.244875,57.049484,4.838386,11.672318,13.276213
1.0,2.0,1.0,9.0,1.0,1.0,Survey,44.79567,-42.49925,16.777874,-16.082146,6.5035515
2.0,2.0,2.0,7.0,1.0,3.0,Survey,-0.3088551,41.08423,2.7734554,13.783719,-6.485037
1.0,2.0,1.0,3.0,1.0,1.0,Survey,-57.923473,-10.093916,-19.713264,-4.250472,-2.2744288
1.0,2.0,1.0,5.0,1.0,2.0,Survey,-35.467976,14.732681,-11.646794,1.5646033,-7.765704
1.0,2.0,1.0,5.0,1.0,3.0,Survey,-35.137028,17.17049,-12.12838,6.8391604,-0.2635119
3.0,2.0,2.0,10.0,1.0,1.0,Survey,62.751072,-3.8167422,16.57262,-1.0907047,-8.320003
1.0,2.0,1.0,1.0,1.0,3.0,Survey,-67.444756,20.825073,-23.24317,9.6861925,0.262292
1.0,2.0,2.0,7.0,1.0,2.0,Survey,-8.621736,41.72262,-3.0915139,14.109237,-9.748869
1.0,2.0,2.0,6.0,2.0,1.0,Survey,-13.50969,-21.978521,-5.0005994,-10.995814,8.005222
1.0,2.0,1.0,8.0,1.0,1.0,Survey,37.359028,-51.937256,12.411534,-19.921104,7.288632
1.0,2.0,2.0,10.0,1.0,1.0,Survey,53.9461,-32.50901,24.73681,-3.822543,9.970512
1.0,2.0,2.0,10.0,1.0,1.0,Survey,53.208374,-33.243908,24.07696,-3.5620158,9.558518
1.0,2.0,2.0,6.0,3.0,2.0,Survey,-9.495804,1.4269518,-3.5919366,2.1758366,9.37752
2.0,1.0,1.0,7.0,1.0,3.0,Survey,-6.63409,22.063934,-1.2475415,0.48912492,-4.925046
2.0,2.0,1.0,8.0,1.0,1.0,Survey,7.430895,-55.917816,5.5470285,-14.095542,-15.268775
3.0,2.0,2.0,10.0,1.0,1.0,Survey,62.574142,-4.311559,16.162449,-1.7280052,-8.300244
3.0,2.0,2.0,9.0,1.0,1.0,Survey,37.558292,-27.757998,13.215313,-3.798696,-8.711814
3.0,3.0,1.0,10.0,1.0,2.0,Survey,39.84236,48.539707,14.781255,8.243179,-6.426907
3.0,2.0,1.0,10.0,1.0,1.0,Survey,66.4033,-10.117725,18.62629,-3.7266645,-4.616145
2.0,1.0,1.0,6.0,2.0,3.0,Survey,-20.5316,13.075141,-5.9900646,4.7940836,-0.28459892
2.0,1.0,2.0,10.0,1.0,1.0,Survey,57.810482,-20.275763,19.182703,-7.0265183,-9.090364
2.0,2.0,2.0,1.0,1.0,4.0,Survey,-62.230644,22.236998,-20.558868,10.559115,2.3442683
1.0,2.0,2.0,1.0,3.0,2.0,Survey,-79.08643,12.13163,-27.32721,3.3497612,6.688294
3.0,2.0,2.0,9.0,1.0,3.0,Survey,30.96752,42.007988,11.988803,9.812512,-2.8525736
1.0,2.0,1.0,7.0,1.0,2.0,Survey,-10.319182,18.602238,-4.466553,-2.405463,-8.267896
2.0,3.0,2.0,8.0,1.0,3.0,Survey,10.576438,33.687057,6.839709,14.231193,-5.5638223
2.0,2.0,1.0,5.0,2.0,1.0,Survey,-35.83825,-20.639555,-8.900897,-6.2961264,-0.38675976
2.0,3.0,2.0,5.0,1.0,2.0,Survey,-34.325558,22.019773,-12.310342,7.3482485,-6.5850897
3.0,2.0,1.0,7.0,2.0,1.0,Survey,1.4751567,-38.175594,0.3565134,-8.599349,-3.4754744
2.0,1.0,1.0,5.0,2.0,1.0,Survey,-39.6285,-24.120455,-10.256564,-9.943662,-1.2095478
1.0,2.0,1.0,6.0,2.0,1.0,Survey,-17.706774,-39.607113,-6.2169194,-16.323843,0.90964854
3.0,3.0,2.0,8.0,1.0,1.0,Survey,15.988832,-4.8770256,5.804407,-0.7996851,-11.4119625
1.0,1.0,1.0,10.0,1.0,1.0,Survey,62.540024,-29.202585,18.383097,-10.519671,8.975624
1.0,2.0,2.0,5.0,2.0,2.0,Survey,-34.22875,3.939352,-11.272554,5.8565164,11.55379
2.0,2.0,1.0,8.0,2.0,1.0,Survey,11.858584,-36.79639,7.587314,-9.839102,-2.1716292
2.0,2.0,1.0,8.0,1.0,1.0,Survey,6.8009605,-55.41037,5.1429973,-14.423296,-14.460748
2.0,3.0,2.0,10.0,1.0,2.0,Survey,44.605385,40.4588,18.691292,8.0507765,-2.4569278
1.0,2.0,1.0,10.0,2.0,1.0,Survey,46.153942,-7.790705,15.370009,-3.451096,10.563124
1.0,1.0,1.0,9.0,1.0,2.0,Survey,30.34004,22.17053,10.812145,5.947287,14.932637
2.0,1.0,1.0,8.0,1.0,1.0,Survey,18.377922,-45.837284,8.139741,-12.644461,-6.9567366
3.0,1.0,1.0,10.0,3.0,1.0,Survey,53.229355,-12.290114,15.595625,-3.780896,1.4953966
1.0,2.0,2.0,5.0,1.0,1.0,Survey,-56.407562,-26.904354,-19.182264,-11.742378,-10.704835
2.0,2.0,2.0,2.0,2.0,2.0,Survey,-65.48199,8.351412,-21.455307,2.3550296,3.3810792
2.0,2.0,2.0,8.0,1.0,1.0,Survey,21.164808,-61.21473,8.046272,-5.6898527,-16.841085
1.0,2.0,2.0,10.0,3.0,1.0,Survey,41.41018,-7.106469,15.830528,-1.2838736,6.8980007
2.0,2.0,2.0,5.0,2.0,2.0,Survey,-24.862387,1.3973805,-9.344651,1.5047147,4.6592035
2.0,2.0,1.0,5.0,1.0,1.0,Survey,-43.96632,-17.178833,-11.042414,-6.1610885,-5.757929
2.0,2.0,2.0,8.0,1.0,1.0,Survey,20.64753,-61.02881,8.463143,-5.164778,-16.257969
2.0,1.0,1.0,8.0,2.0,2.0,Survey,17.713772,4.9336214,6.165389,2.727215,-0.14191893
2.0,2.0,1.0,9.0,1.0,2.0,Survey,31.802189,32.10645,9.21967,16.20201,5.370215
1.0,3.0,2.0,5.0,2.0,2.0,Survey,-34.4011,7.1438375,-12.677532,5.695311,7.9212337
1.0,3.0,2.0,2.0,1.0,2.0,Survey,-68.506966,14.759791,-26.954912,8.935519,2.4621136
3.0,2.0,2.0,8.0,1.0,2.0,Survey,14.839446,28.477499,6.427656,4.6450777,-9.879191
1.0,2.0,2.0,1.0,2.0,2.0,Survey,-75.12085,14.147063,-27.073793,6.743248,5.1802096
1.0,2.0,1.0,8.0,1.0,1.0,Survey,37.050266,-51.635113,12.834655,-19.867899,6.7056985
1.0,2.0,1.0,7.0,1.0,1.0,Survey,-13.863208,-55.503136,-3.057214,-18.483566,-9.889626
1.0,3.0,2.0,5.0,1.0,2.0,Survey,-39.678825,17.26486,-13.149189,5.9569783,-8.862166
2.0,2.0,1.0,7.0,1.0,2.0,Survey,-10.062671,24.145796,-2.1372652,1.6279716,-7.718886
2.0,1.0,1.0,8.0,1.0,2.0,Survey,21.904018,26.062319,0.5613882,13.214954,0.62220985
3.0,2.0,2.0,10.0,1.0,3.0,Survey,32.880478,44.308777,14.192387,11.949649,-3.9795816
2.0,2.0,1.0,10.0,3.0,1.0,Survey,51.51231,-9.688956,16.933578,-1.9328531,2.6259394
1.0,2.0,2.0,6.0,1.0,1.0,Survey,-12.161117,-27.094807,-9.847232,-14.899812,-10.78182
2.0,2.0,1.0,8.0,2.0,2.0,Survey,21.631006,5.110768,5.0998883,5.1445365,0.8182287
1.0,1.0,1.0,5.0,2.0,1.0,Survey,-39.543434,-29.026972,-11.825392,-12.786878,-0.3307428
2.0,2.0,2.0,8.0,1.0,1.0,Survey,21.577997,-61.12249,7.262496,-5.706449,-15.774975
2.0,2.0,2.0,10.0,1.0,1.0,Survey,66.8552,3.5649874,21.2525,-0.012480051,-10.17875
2.0,2.0,2.0,9.0,1.0,1.0,Survey,41.031334,-30.567533,12.504307,-5.5820827,-12.250622
3.0,2.0,2.0,3.0,1.0,1.0,Survey,-50.66371,-6.7187457,-21.915869,1.0076935,-4.0103116
1.0,2.0,1.0,6.0,1.0,1.0,Survey,-17.277756,-47.06857,-7.6974735,-17.080942,-7.211082
2.0,2.0,1.0,10.0,1.0,3.0,Survey,31.93265,47.982395,14.8785,12.543656,1.355551
1.0,2.0,2.0,5.0,1.0,1.0,Survey,-56.891567,-26.510303,-18.522635,-12.540452,-10.187891
2.0,1.0,1.0,9.0,3.0,1.0,Survey,37.633247,-17.879063,12.305544,-4.8941655,3.8558753
3.0,2.0,1.0,8.0,1.0,2.0,Survey,19.317123,30.326698,6.9338365,3.6154175,-6.753906
3.0,1.0,1.0,10.0,1.0,1.0,Survey,62.93543,-14.954772,16.696482,-7.223535,-3.976209
2.0,2.0,1.0,7.0,1.0,2.0,Survey,-10.29769,24.202435,-2.8443725,2.0822375,-7.163314
2.0,1.0,1.0,4.0,1.0,2.0,Survey,-46.115593,4.6698513,-14.44247,1.9817958,-2.4282954
2.0,2.0,2.0,5.0,2.0,1.0,Survey,-23.766247,-17.633408,-8.908273,-7.2021646,4.6496987
