Q45,Q46,Q57,Q184,Q218,Q254,source,tsne_x,tsne_y,tsne_x_3d,tsne_y_3d,tsne_z_3d
1.0,2.0,2.0,7.0,3.0,1.0,Survey,2.3008225,-23.67575,0.4437813,-3.8927627,9.61916
2.0,2.0,1.0,1.0,2.0,1.0,Survey,-71.19638,-2.5761123,-25.459888,-0.65422606,1.3676258
2.0,3.0,2.0,10.0,2.0,2.0,Survey,45.1965,9.535423,18.003328,5.418709,-0.61791724
1.0,2.0,1.0,8.0,2.0,1.0,Survey,18.785057,-32.007572,7.974278,-8.264752,9.974795
2.0,2.0,2.0,10.0,1.0,1.0,Survey,68.65594,3.7448268,22.889244,-0.77762926,-11.129438
1.0,2.0,2.0,5.0,2.0,2.0,Survey,-34.216633,3.8527942,-11.29295,6.3706503,10.496847
1.0,2.0,1.0,8.0,1.0,2.0,Survey,11.208808,57.026073,4.600047,6.7288265,18.036768
1.0,2.0,1.0,10.0,2.0,1.0,Survey,46.439045,-8.118557,15.746944,-4.155774,10.508032
2.0,2.0,2.0,1.0,1.0,1.0,Survey,-71.83122,3.613539,-26.487566,2.7356021,-1.6206044
1.0,2.0,2.0,8.0,3.0,1.0,Survey,15.897344,-24.684147,4.397887,-3.8052483,10.641436
1.0,2.0,1.0,8.0,1.0,1.0,Survey,36.395065,-51.97566,12.224644,-20.239311,7.362931
3.0,2.0,1.0,6.0,2.0,2.0,Survey,-18.540419,12.967397,-3.3472836,2.155348,0.9710386
1.0,1.0,2.0,1.0,1.0,2.0,Survey,-72.46235,18.322317,-27.5735,10.502308,-0.9882441
1.0,2.0,2.0,6.0,3.0,1.0,Survey,-10.786454,-22.214249,-4.364517,-7.883195,9.521226
2.0,2.0,2.0,5.0,1.0,2.0,Survey,-37.227917,25.050982,-13.416807,9.621353,-4.8816886
2.0,1.0,2.0,10.0,1.0,1.0,Survey,57.810482,-20.275763,19.182703,-7.0265183,-9.090364
1.0,1.0,1.0,8.0,1.0,1.0,Survey,29.051714,-44.385677,9.365637,-15.093642,8.479063
2.0,2.0,2.0,3.0,3.0,2.0,Survey,-52.248188,-0.19000143,-17.368238,-0.041316345,4.7991514
1.0,1.0,2.0,6.0,2.0,1.0,Survey,-19.833113,-28.407084,-8.139697,-12.082731,5.0167785
1.0,1.0,1.0,6.0,1.0,1.0,Survey,-13.426279,-46.94651,-9.8189745,-14.279409,-5.7099543
1.0,2.0,2.0,4.0,2.0,1.0,Survey,-35.583843,-37.00466,-14.314212,-8.261454,5.8068013
2.0,2.0,2.0,9.0,1.0,1.0,Survey,40.752094,-31.030191,13.215219,-6.0643682,-12.776886
1.0,2.0,1.0,5.0,1.0,2.0,Survey,-35.86717,14.466462,-11.941677,1.1222351,-7.3656936
2.0,2.0,2.0,8.0,1.0,1.0,Survey,21.873945,-60.900642,6.763532,-5.0553465,-16.043608
3.0,2.0,1.0,7.0,1.0,2.0,Survey,-5.365164,24.876993,1.0384567,1.368683,-6.936038
1.0,2.0,2.0,9.0,1.0,2.0,Survey,37.764282,25.297367,10.624766,9.535336,11.719366
2.0,2.0,1.0,7.0,2.0,1.0,Survey,1.6705304,-34.36164,-0.94400525,-10.785331,-1.6778442
2.0,2.0,1.0,8.0,1.0,2.0,Survey,18.657822,36.317497,3.5895767,15.890529,2.0799296
1.0,2.0,2.0,10.0,1.0,1.0,Survey,54.15519,-32.88186,23.926668,-4.559584,10.30006
1.0,1.0,2.0,3.0,2.0,2.0,Survey,-55.80628,0.7561904,-16.526567,-1.4168007,1.9178423
3.0,1.0,1.0,8.0,2.0,1.0,Survey,14.830252,-40.31346,3.4978206,-8.77076,-4.3396482
2.0,2.0,1.0,6.0,2.0,1.0,Survey,-11.538148,-36.54438,-4.9743166,-9.292382,-1.8416713
1.0,2.0,1.0,4.0,2.0,2.0,Survey,-39.777565,-0.6145483,-12.210203,-0.5396487,-0.82392484
1.0,2.0,1.0,8.0,1.0,2.0,Survey,11.219552,57.036312,4.7466187,7.115987,18.581636
2.0,2.0,1.0,9.0,1.0,1.0,Survey,48.23983,-48.56768,15.3189,-15.270638,-9.104012
1.0,2.0,1.0,1.0,1.0,1.0,Survey,-75.53583,-1.0735867,-27.925533,0.14804374,-4.603808
1.0,2.0,1.0,7.0,1.0,1.0,Survey,-14.626595,-55.073948,-3.0872164,-18.741117,-8.872492
3.0,2.0,2.0,3.0,2.0,2.0,Survey,-50.160492,2.1518333,-18.577682,2.3766868,3.5169117
3.0,2.0,2.0,5.0,2.0,1.0,Survey,-27.045187,-15.279233,-9.102612,-4.06995,3.4115353
1.0,2.0,1.0,8.0,2.0,3.0,Survey,20.528345,14.383796,4.2462964,5.0118537,13.203046
1.0,1.0,2.0,8.0,2.0,1.0,Survey,23.8776,-28.419289,6.21632,-10.739525,5.130727
1.0,2.0,1.0,10.0,2.0,3.0,Survey,45.459984,3.8637598,16.8269,6.192593,6.6705523
2.0,2.0,2.0,10.0,2.0,2.0,Survey,42.261738,10.965823,15.835825,4.951325,1.9239209
1.0,2.0,1.0,5.0,1.0,2.0,Survey,-35.794098,14.9326315,-11.857803,1.6885926,-7.2924013
2.0,2.0,1.0,1.0,1.0,3.0,Survey,-62.951427,17.601196,-21.747015,8.462753,0.6175743
2.0,3.0,2.0,5.0,3.0,5.0,Survey,-27.589815,36.065506,-8.532993,8.926898,4.961898
2.0,2.0,1.0,8.0,3.0,2.0,Survey,23.803782,2.5093799,5.3493986,2.7711444,3.4470212
1.0,2.0,2.0,1.0,1.0,1.0,Survey,-76.63186,2.3043149,-29.649538,2.8147864,-2.0421288
2.0,2.0,1.0,7.0,1.0,1.0,Survey,-1.2989345,-45.913338,-1.0329158,-11.683886,-10.940671
1.0,1.0,1.0,5.0,2.0,1.0,Survey,-39.529434,-29.044754,-11.99174,-12.754401,0.0003812072
2.0,2.0,2.0,6.0,1.0,1.0,Survey,-13.963953,-13.778999,-7.8676786,-9.677207,-11.297659
2.0,1.0,1.0,10.0,1.0,2.0,Survey,56.25822,15.671781,22.239574,5.3707285,8.82211
2.0,2.0,2.0,7.0,2.0,1.0,Survey,3.940988,-14.678612,-0.37470603,-6.6062894,2.791129
1.0,2.0,2.0,5.0,2.0,1.0,Survey,-29.808044,-37.81129,-11.5029745,-10.339699,8.211297
2.0,2.0,1.0,5.0,2.0,1.0,Survey,-35.743828,-21.39597,-9.322403,-6.5908327,-0.28781697
2.0,2.0,1.0,10.0,1.0,1.0,Survey,78.9796,-9.92445,26.183441,-4.583859,-2.0223997
1.0,2.0,1.0,9.0,1.0,3.0,Survey,24.266418,42.02095,12.417535,15.627341,2.5954278
2.0,3.0,1.0,10.0,1.0,2.0,Survey,55.19453,26.781618,20.13714,8.243795,1.0728111
1.0,1.0,1.0,10.0,2.0,1.0,Survey,46.77936,-15.95124,16.159843,-6.7506742,7.4263153
1.0,2.0,2.0,7.0,1.0,1.0,Survey,-6.365831,-17.878984,-5.70029,-17.768616,-13.652831
1.0,1.0,2.0,1.0,1.0,2.0,Survey,-72.46276,18.322515,-27.57372,10.502382,-0.98852164
2.0,2.0,2.0,7.0,2.0,3.0,Survey,-0.35054153,16.035236,-0.667876,6.318854,3.992999
2.0,1.0,1.0,6.0,1.0,1.0,Survey,-9.110746,-45.114235,-7.2626657,-11.445019,-5.7463284
2.0,2.0,1.0,9.0,2.0,1.0,Survey,33.556942,-19.098124,11.64105,-5.461163,-0.88023543
1.0,1.0,1.0,10.0,1.0,1.0,Survey,61.852238,-29.21102,19.132093,-10.47077,9.329178
1.0,4.0,2.0,5.0,2.0,3.0,Survey,-32.967293,8.817459,-12.313102,7.052593,6.561493
1.0,2.0,2.0,7.0,2.0,2.0,Survey,1.9838843,7.709547,-1.702344,6.9489408,10.978696
2.0,2.0,1.0,3.0,1.0,2.0,Survey,-55.077473,6.6068034,-18.031965,1.058894,-1.4374166
2.0,2.0,2.0,10.0,3.0,3.0,Survey,38.625587,10.1987505,13.398891,5.278914,2.6605284
1.0,1.0,1.0,7.0,2.0,3.0,Survey,-8.132262,10.664934,-2.2824805,8.904624,7.109953
2.0,2.0,1.0,7.0,2.0,2.0,Survey,-4.9750004,14.445301,-0.7836003,4.5645375,0.17535467
3.0,2.0,2.0,10.0,2.0,3.0,Survey,36.906647,13.879898,12.904273,6.2249784,-0.32114294
1.0,1.0,1.0,10.0,1.0,2.0,Survey,51.58862,18.05889,19.231762,6.911845,10.774154
1.0,2.0,2.0,10.0,1.0,1.0,Survey,53.422718,-32.48079,23.513988,-3.8426979,10.244828
3.0,3.0,1.0,10.0,1.0,1.0,Survey,67.737595,-7.7101326,16.199017,-1.5222805,-4.039597
3.0,2.0,1.0,10.0,1.0,3.0,Survey,34.486034,48.794807,12.573143,10.910907,-5.5988197
1.0,2.0,2.0,8.0,2.0,2.0,Survey,14.969663,12.307947,5.801294,5.135647,9.408114
1.0,2.0,2.0,1.0,1.0,2.0,Survey,-69.217476,18.291033,-25.251144,11.440492,0.50480324
2.0,1.0,2.0,5.0,3.0,1.0,Survey,-25.587101,-24.324837,-6.774074,-5.610919,10.042389
2.0,2.0,2.0,5.0,1.0,1.0,Survey,-36.7826,-11.20659,-14.168758,-7.1054235,-11.542345
3.0,2.0,1.0,10.0,2.0,2.0,Survey,35.51413,15.889397,11.638438,4.781294,-1.9951129
2.0,1.0,1.0,1.0,2.0,1.0,Survey,-72.72185,-1.8937002,-27.341246,-1.3527548,1.3969164
3.0,2.0,1.0,10.0,1.0,4.0,Survey,28.847511,46.21833,12.4704895,12.610586,-1.2331328
3.0,2.0,2.0,3.0,2.0,2.0,Survey,-50.160873,2.151149,-18.577877,2.3761175,3.5171113
2.0,2.0,1.0,9.0,1.0,3.0,Survey,28.985455,38.194195,10.248958,13.687079,3.3427525
1.0,2.0,1.0,4.0,1.0,1.0,Survey,-54.12739,-16.097677,-17.703558,-7.7600856,-3.754581
3.0,2.0,1.0,10.0,1.0,2.0,Survey,37.571827,53.754696,12.783301,11.510436,-9.489462
2.0,3.0,1.0,1.0,2.0,1.0,Survey,-71.083534,-3.456078,-25.965403,0.049717218,0.84472877
1.0,2.0,1.0,7.0,1.0,1.0,Survey,-13.71329,-55.092037,-2.4991884,-18.21612,-9.473086
2.0,2.0,1.0,10.0,2.0,1.0,Survey,53.690907,-7.9755497,19.69894,-3.0821533,1.4087057
1.0,2.0,2.0,6.0,2.0,1.0,Survey,-13.808406,-22.295504,-5.1392865,-10.588582,7.5828834
2.0,2.0,1.0,5.0,1.0,1.0,Survey,-44.10837,-17.425121,-11.007852,-5.559879,-5.238095
2.0,1.0,2.0,1.0,3.0,2.0,Survey,-78.404274,9.783377,-27.082956,1.2359545,5.2378044
2.0,2.0,2.0,7.0,3.0,1.0,Survey,5.793064,-22.435959,-0.22687393,-3.2926722,6.255184
2.0,2.0,2.0,1.0,2.0,2.0,Survey,-73.310265,9.559158,-24.70726,4.5207605,3.2172081
2.0,1.0,1.0,10.0,1.0,2.0,Survey,56.25822,15.671781,22.239574,5.3707285,8.82211
2.0,3.0,1.0,8.0,1.0,2.0,Survey,15.025822,33.59442,4.9098215,13.599002,3.7079635
1.0,1.0,1.0,10.0,3.0,1.0,Survey,45.414566,-13.546937,14.796416,-4.624178,5.9863434
2.0,1.0,2.0,9.0,1.0,2.0,Survey,39.005646,32.68707,19.274103,16.828196,2.8123019
1.0,3.0,2.0,1.0,2.0,1.0,Survey,-78.55566,6.282231,-29.909462,4.688528,1.945829
1.0,1.0,2.0,8.0,3.0,1.0,Survey,17.784279,-23.861952,4.9755716,-1.8683677,10.594897
3.0,4.0,2.0,8.0,3.0,2.0,Survey,11.629975,25.048777,3.9754884,1.1650087,-3.1615438
3.0,3.0,2.0,8.0,1.0,2.0,Survey,11.800805,28.618628,5.883941,2.0576563,-11.0083885
2.0,2.0,1.0,4.0,2.0,2.0,Survey,-43.553112,1.9573202,-13.41207,1.4720595,0.16445732
2.0,2.0,1.0,1.0,1.0,5.0,Survey,-60.90136,23.347206,-19.748857,11.024843,3.282621
3.0,2.0,1.0,8.0,2.0,1.0,Survey,9.886236,-39.694595,4.8993955,-7.939883,-4.30486
3.0,2.0,2.0,10.0,1.0,2.0,Survey,46.70942,48.550716,17.733852,7.494394,-9.980425
3.0,3.0,1.0,9.0,1.0,1.0,Survey,34.69044,-24.627356,14.213481,-2.2667193,-4.2275004
2.0,2.0,1.0,9.0,1.0,2.0,Survey,31.923578,32.61892,9.726778,15.827664,5.479328
2.0,2.0,2.0,5.0,3.0,1.0,Survey,-26.667273,-21.639894,-8.508673,-5.0769925,8.334895
2.0,2.0,1.0,9.0,2.0,1.0,Survey,33.556942,-19.098124,11.64105,-5.461163,-0.88023543
2.0,1.0,1.0,1.0,3.0,1.0,Survey,-78.00486,-6.0157313,-27.439117,-1.0213741,3.513301
1.0,3.0,2.0,10.0,3.0,1.0,Survey,40.226868,-5.759346,16.639212,0.2009674,7.0931826
2.0,3.0,1.0,7.0,1.0,1.0,Survey,1.0958676,-46.111576,0.8211337,-10.661784,-11.867386
1.0,1.0,2.0,10.0,1.0,1.0,Survey,56.398987,-27.071537,20.80911,-7.1487274,11.459567
1.0,1.0,1.0,8.0,1.0,1.0,Survey,29.051714,-44.385677,9.365637,-15.093642,8.479063
3.0,2.0,1.0,10.0,1.0,5.0,Survey,27.263079,46.125935,11.422786,13.188818,-1.202487
2.0,4.0,2.0,7.0,1.0,1.0,Survey,-4.1347857,-11.498893,2.7594078,0.5977237,-14.571564
2.0,2.0,2.0,8.0,2.0,1.0,Survey,17.304863,-16.76692,5.8431334,-5.133625,1.6431831
1.0,1.0,2.0,10.0,1.0,1.0,Survey,56.37265,-26.630745,21.015308,-7.142702,10.966044
1.0,1.0,1.0,9.0,3.0,1.0,Survey,41.503777,-14.678826,12.441888,-5.0546646,6.0288916
2.0,2.0,1.0,8.0,2.0,1.0,Survey,11.482023,-35.99613,6.699848,-9.564333,-2.235442
2.0,2.0,1.0,5.0,1.0,2.0,Survey,-30.657654,17.185911,-11.251449,4.571895,-3.3631659
3.0,2.0,2.0,5.0,1.0,1.0,Survey,-34.632206,-13.265997,-11.572184,-6.483358,-9.761196
1.0,2.0,2.0,10.0,1.0,2.0,Survey,43.7253,21.676147,14.541581,11.288998,11.248288
2.0,4.0,2.0,10.0,2.0,1.0,Survey,57.943565,2.014512,19.21185,3.1673927,-2.9764204
1.0,2.0,2.0,1.0,1.0,1.0,Survey,-76.63208,2.3044078,-29.64924,2.8148973,-2.0424073
2.0,2.0,1.0,8.0,2.0,2.0,Survey,21.067057,5.229158,4.8343143,5.6440344,1.5959591
1.0,1.0,2.0,8.0,2.0,2.0,Survey,15.132407,9.4210415,6.252703,2.8844619,9.487143
1.0,2.0,2.0,1.0,2.0,2.0,Survey,-75.11719,14.151521,-27.0733,6.743489,5.182492
2.0,2.0,1.0,5.0,2.0,1.0,Survey,-36.169178,-21.518097,-9.919497,-6.260668,-0.698288
3.0,2.0,2.0,10.0,1.0,1.0,Survey,62.156086,-4.267982,16.824791,-1.7709348,-8.238484
3.0,2.0,1.0,10.0,1.0,2.0,Survey,37.964413,53.664555,12.874407,10.806946,-9.841315
2.0,2.0,1.0,8.0,2.0,2.0,Survey,21.238047,5.27635,4.615404,5.1527796,1.3529259
3.0,2.0,2.0,1.0,2.0,2.0,Survey,-72.108246,8.202075,-24.018955,3.2509577,2.6122513
2.0,2.0,2.0,10.0,1.0,3.0,Survey,34.62807,41.961903,16.210865,13.11037,-1.6635023
2.0,2.0,2.0,6.0,1.0,2.0,Survey,-22.280409,25.079067,-8.384024,9.877753,-8.199372
3.0,2.0,2.0,5.0,2.0,1.0,Survey,-27.044056,-15.279471,-9.101603,-4.0705347,3.4124572
1.0,2.0,2.0,5.0,3.0,2.0,Survey,-32.165504,-0.067066215,-11.228626,2.4936492,10.405418
3.0,2.0,1.0,8.0,2.0,2.0,Survey,19.071808,2.4641352,6.7189174,4.9282274,-1.8382107
1.0,2.0,1.0,2.0,2.0,1.0,Survey,-64.936455,-4.673877,-23.496613,-4.1283097,1.8970315
2.0,2.0,2.0,7.0,2.0,1.0,Survey,3.9019916,-14.500828,-0.44149807,-6.17411,2.6531358
2.0,1.0,1.0,9.0,1.0,1.0,Survey,34.78602,-35.572544,13.638242,-10.3381195,-6.0521355
1.0,2.0,2.0,1.0,1.0,1.0,Survey,-76.63211,2.3084455,-29.648945,2.8163433,-2.0419838
2.0,3.0,2.0,7.0,3.0,1.0,Survey,4.6948447,-22.517174,-1.3752872,-3.845966,6.202011
2.0,2.0,2.0,10.0,3.0,2.0,Survey,41.31798,9.695359,14.59731,3.7492168,2.07739
1.0,1.0,1.0,9.0,1.0,1.0,Survey,38.521908,-40.274498,14.30681,-13.170772,8.637914
1.0,2.0,2.0,2.0,1.0,2.0,Survey,-68.01524,15.378136,-26.51071,9.584089,1.9816589
2.0,2.0,1.0,10.0,1.0,2.0,Survey,58.70688,21.675323,22.678915,8.074391,3.42435
1.0,2.0,2.0,9.0,1.0,1.0,Survey,45.967766,-36.22557,14.295869,-14.671732,3.196922
2.0,2.0,2.0,1.0,3.0,4.0,Survey,-62.397972,24.77781,-19.262537,12.262687,4.73018
1.0,1.0,1.0,9.0,2.0,2.0,Survey,27.069803,7.2021785,10.1530905,3.4350667,13.285832
2.0,2.0,2.0,6.0,2.0,1.0,Survey,-18.505833,-18.410408,-5.4258223,-7.946225,4.38478
1.0,1.0,1.0,5.0,1.0,2.0,Survey,-36.637707,12.065121,-12.447274,0.3099936,-9.983788
1.0,2.0,2.0,10.0,1.0,1.0,Survey,54.057587,-33.27803,24.496996,-4.3707027,9.680427
2.0,2.0,1.0,8.0,1.0,2.0,Survey,18.735575,35.48788,2.5437982,15.530731,1.5826073
2.0,3.0,2.0,10.0,1.0,1.0,Survey,61.367184,3.0253074,20.396507,2.2936883,-5.6743507
2.0,2.0,1.0,7.0,1.0,1.0,Survey,-1.8002251,-45.82542,-0.7624445,-11.936457,-10.258705
2.0,1.0,1.0,10.0,1.0,1.0,Survey,64.875206,-19.903383,18.175165,-10.694923,-3.079
1.0,2.0,1.0,9.0,1.0,1.0,Survey,44.94017,-42.737576,16.819155,-16.421045,6.2852187
2.0,2.0,2.0,10.0,1.0,1.0,Survey,67.62061,3.24366,21.402203,-0.7330019,-10.950849
1.0,2.0,1.0,8.0,2.0,2.0,Survey,20.555307,10.877612,4.053349,2.0693297,14.6347065
2.0,2.0,2.0,6.0,3.0,1.0,Survey,-19.615866,-21.984798,-4.576087,-4.7628717,7.5198717
1.0,1.0,1.0,7.0,1.0,1.0,Survey,-8.725611,-53.055218,-0.7497724,-16.923693,-5.5590014
1.0,2.0,1.0,2.0,3.0,1.0,Survey,-62.69089,-3.7114537,-24.590717,-0.87765026,6.658155
2.0,2.0,1.0,5.0,2.0,1.0,Survey,-35.741543,-20.729069,-9.76903,-5.891858,-0.5423307
2.0,2.0,1.0,6.0,1.0,2.0,Survey,-20.892586,17.961674,-6.699245,4.137622,-4.5849795
1.0,2.0,1.0,7.0,1.0,1.0,Survey,-14.626595,-55.073948,-3.0872164,-18.741117,-8.872492
2.0,2.0,1.0,2.0,1.0,1.0,Survey,-67.195076,0.8307831,-22.652533,-0.29354912,-1.3532835
1.0,2.0,1.0,7.0,2.0,2.0,Survey,-6.8858094,8.072839,-1.8914704,2.8169909,13.627651
3.0,2.0,1.0,8.0,1.0,2.0,Survey,19.324749,30.330267,6.9364066,3.6194546,-6.7478104
3.0,2.0,2.0,8.0,1.0,2.0,Survey,14.840208,28.47831,6.428288,4.6466737,-9.878121
1.0,2.0,1.0,6.0,1.0,2.0,Survey,-15.900799,17.047628,-8.044611,1.0090444,-8.479742
3.0,1.0,1.0,10.0,1.0,1.0,Survey,62.93503,-14.95466,16.696434,-7.2233925,-3.975972
3.0,3.0,2.0,5.0,1.0,5.0,Survey,-29.852058,30.021242,-8.780494,11.173785,0.4513551
2.0,2.0,1.0,8.0,1.0,2.0,Survey,19.229727,35.725914,2.8386168,15.497333,1.9472574
2.0,2.0,1.0,7.0,1.0,1.0,Survey,-1.8002251,-45.82542,-0.7624445,-11.936457,-10.258705
3.0,1.0,2.0,9.0,1.0,1.0,Survey,35.592773,-30.28807,13.798199,-6.154642,-7.846145
3.0,3.0,2.0,4.0,1.0,3.0,Survey,-30.818316,27.573185,-9.182385,11.996129,-1.4910926
2.0,2.0,1.0,10.0,1.0,1.0,Survey,78.9796,-9.92445,26.183441,-4.583859,-2.0223997
3.0,2.0,1.0,7.0,2.0,1.0,Survey,1.4746954,-38.17535,0.35659385,-8.599791,-3.4755397
1.0,2.0,2.0,5.0,1.0,2.0,Survey,-43.164825,19.21873,-14.514947,5.11889,-11.294351
1.0,1.0,2.0,10.0,1.0,2.0,Survey,40.55693,20.269981,15.317702,7.256627,11.996623
1.0,2.0,1.0,6.0,2.0,4.0,Survey,-23.616287,32.403088,-5.120691,9.077272,5.627297
1.0,2.0,1.0,10.0,2.0,5.0,Survey,26.054169,48.605583,12.242408,15.652065,-0.60041475
2.0,2.0,1.0,10.0,1.0,1.0,Survey,79.8711,-9.460933,25.814077,-3.9188764,-3.1047204
2.0,2.0,1.0,10.0,1.0,2.0,Survey,59.771187,23.985275,22.722174,7.6225634,4.2546825
2.0,1.0,1.0,7.0,1.0,1.0,Survey,-5.0942693,-49.49176,1.1070335,-13.574533,-7.031204
1.0,2.0,2.0,7.0,1.0,2.0,Survey,-8.684334,41.94304,-3.2273533,15.027336,-10.122845
2.0,2.0,2.0,8.0,1.0,2.0,Survey,6.70429,38.092384,5.6660185,9.080197,-12.618314
3.0,3.0,2.0,5.0,1.0,2.0,Survey,-32.334644,22.834791,-10.645889,8.192228,-5.666483
1.0,1.0,2.0,3.0,2.0,1.0,Survey,-58.473137,-6.476539,-20.092178,-3.5664847,4.0047507
2.0,2.0,1.0,5.0,2.0,1.0,Survey,-35.75966,-20.706411,-9.438768,-5.7808633,-0.37370616
1.0,2.0,2.0,5.0,1.0,2.0,Survey,-43.183304,18.060162,-14.54549,4.8159237,-11.669441
1.0,2.0,2.0,9.0,1.0,1.0,Survey,45.940357,-36.19622,14.295199,-14.668827,3.1925166
2.0,3.0,2.0,9.0,1.0,3.0,Survey,37.858974,41.5744,14.722587,9.748392,-1.3223362
2.0,3.0,1.0,10.0,1.0,2.0,Survey,55.195232,26.782438,20.138823,8.246091,1.0742449
1.0,1.0,1.0,1.0,1.0,2.0,Survey,-73.44665,20.888544,-26.490034,9.2761,-2.791799
1.0,2.0,1.0,10.0,1.0,1.0,Survey,61.616085,-38.491615,23.758642,-10.699026,6.0872245
2.0,3.0,2.0,4.0,1.0,2.0,Survey,-44.248302,9.577109,-14.456736,6.179351,-5.9097133
2.0,2.0,2.0,10.0,1.0,1.0,Survey,67.62061,3.24366,21.402203,-0.7330019,-10.950849
1.0,2.0,1.0,9.0,1.0,2.0,Survey,32.318207,25.737608,11.203919,8.824936,16.779425
2.0,1.0,1.0,10.0,1.0,1.0,Survey,64.16939,-21.3078,18.36351,-11.143051,-3.15603
1.0,2.0,1.0,8.0,2.0,1.0,Survey,18.773842,-31.986954,7.997962,-8.114723,9.815204
1.0,2.0,1.0,5.0,3.0,1.0,Survey,-32.43731,-27.706877,-10.792397,-3.6581075,12.442363
1.0,2.0,1.0,10.0,1.0,1.0,Survey,61.569176,-38.330547,24.225641,-10.768339,5.951051
2.0,2.0,1.0,7.0,1.0,2.0,Survey,-10.277753,24.9804,-2.7501543,2.5443795,-7.429013
2.0,1.0,1.0,10.0,1.0,4.0,Survey,28.209408,48.03297,12.101095,13.543161,0.7358183
2.0,1.0,2.0,10.0,2.0,3.0,Survey,39.710815,10.567447,14.28135,6.267332,3.2151675
1.0,2.0,2.0,10.0,1.0,1.0,Survey,54.057587,-33.27803,24.496996,-4.3707027,9.680427
1.0,1.0,1.0,7.0,1.0,1.0,Survey,-8.921185,-53.176014,-0.7623492,-17.30128,-5.4426823
2.0,2.0,2.0,9.0,1.0,1.0,Survey,41.266705,-31.365244,12.481279,-6.2060037,-12.265773
2.0,2.0,2.0,5.0,2.0,2.0,Survey,-24.862524,0.6552629,-10.164427,1.3353134,4.7158747
2.0,2.0,2.0,5.0,3.0,2.0,Survey,-28.793634,-0.9939352,-11.289765,1.285163,7.5745354
2.0,2.0,1.0,5.0,1.0,2.0,Survey,-30.783922,17.25216,-11.263101,4.4100456,-3.4885492
2.0,2.0,2.0,5.0,2.0,2.0,Survey,-24.98539,0.6730364,-10.073622,1.9124755,4.6370974
1.0,2.0,2.0,8.0,1.0,2.0,Survey,-1.8329576,57.73447,6.047655,11.633507,12.68685
1.0,2.0,1.0,9.0,1.0,1.0,Survey,44.94017,-42.737576,16.819155,-16.421045,6.2852187
1.0,2.0,2.0,5.0,2.0,3.0,Survey,-31.818514,6.394579,-10.04258,7.4030046,8.453327
1.0,2.0,2.0,1.0,1.0,2.0,Survey,-69.23153,18.279953,-25.398687,11.4466305,0.8018095
2.0,2.0,1.0,10.0,1.0,2.0,Survey,59.771187,23.985275,22.722174,7.6225634,4.2546825
3.0,2.0,1.0,10.0,1.0,1.0,Survey,65.52318,-10.546306,18.4156,-4.087709,-3.810184
2.0,2.0,2.0,7.0,1.0,2.0,Survey,-5.734566,32.74505,-2.4554207,7.557595,-11.925322
1.0,2.0,2.0,7.0,2.0,1.0,Survey,-0.66581976,-19.049377,-0.7621769,-9.044057,6.5927095
1.0,3.0,2.0,1.0,1.0,1.0,Survey,-77.06309,4.5090637,-30.125494,4.5634093,-0.37166914
2.0,2.0,2.0,5.0,1.0,1.0,Survey,-37.25046,-11.870406,-13.579654,-7.068567,-10.8048725
1.0,2.0,2.0,5.0,1.0,2.0,Survey,-42.61671,18.859373,-14.565934,6.0646772,-11.638463
1.0,2.0,1.0,7.0,1.0,1.0,Survey,-14.29975,-54.755993,-3.5938303,-18.509731,-9.3032055
1.0,1.0,2.0,10.0,1.0,1.0,Survey,56.22797,-26.866339,21.135439,-6.8528733,11.334206
3.0,2.0,2.0,8.0,1.0,1.0,Survey,17.64631,-7.318316,5.5505114,-3.8563733,-10.530141
1.0,1.0,2.0,7.0,1.0,1.0,Survey,-9.648975,-50.663498,0.74420303,-19.245283,-4.8951154
2.0,2.0,1.0,8.0,1.0,3.0,Survey,19.71411,39.956417,5.5480685,14.527453,-1.0653747
2.0,3.0,2.0,10.0,1.0,1.0,Survey,61.367184,3.0253074,20.396507,2.2936883,-5.6743507
2.0,1.0,1.0,1.0,2.0,1.0,Survey,-72.720665,-1.8918651,-27.341797,-1.3510755,1.3966975
2.0,2.0,2.0,5.0,1.0,2.0,Survey,-36.898823,25.585743,-13.951457,10.232352,-5.4889674
2.0,1.0,1.0,8.0,2.0,1.0,Survey,16.4217,-39.481346,9.131058,-9.427229,1.5424532
3.0,2.0,1.0,2.0,1.0,4.0,Survey,-58.85675,21.806324,-18.723312,8.735386,2.2997746
1.0,2.0,2.0,10.0,1.0,1.0,Survey,54.057587,-33.27803,24.496996,-4.3707027,9.680427
1.0,1.0,2.0,10.0,2.0,1.0,Survey,48.738556,-17.807304,18.247456,-4.7509804,7.262734
1.0,2.0,1.0,8.0,1.0,2.0,Survey,11.65772,55.997875,5.205539,6.418633,18.533026
1.0,3.0,2.0,10.0,1.0,1.0,Survey,50.37701,-31.572214,24.189068,-4.837099,6.880661
1.0,3.0,2.0,8.0,1.0,2.0,Survey,-2.393434,53.323887,4.7828426,9.988667,9.648065
2.0,1.0,1.0,6.0,1.0,1.0,Survey,-9.110762,-45.11399,-7.2627473,-11.444953,-5.746332
1.0,2.0,2.0,10.0,1.0,2.0,Survey,43.68062,22.086641,14.784037,10.61122,11.089341
1.0,2.0,1.0,7.0,2.0,1.0,Survey,-2.0296009,-30.304308,-1.6073567,-15.270484,0.57174677
