Question_ID,CAN- Mean,WVS Canada Mean,CAN- Std,WVS Canada Std,Mean_Diff,KS_Statistic,KS_pvalue,Wasserstein_Distance,JS_Divergence
Q57,2.0757272727272724,1.5049776007964162,0.3245051535218177,0.5000374514189178,0.5707496719308562,0.4950223992035839,1.0313414848766009e-24,0.5707496719308566,0.47580912025373223
Q254,1.1816363636363636,1.6948730711796913,0.3368922384337917,0.8832683080325496,0.5132367075433277,0.3929001312276574,2.15214677140271e-15,0.5132367075433277,0.38704637567218936
Q45,2.194090909090909,1.7098058735689399,0.7467007499717275,0.6948786030560726,0.484285035521969,0.35253178876872254,2.1273243912789883e-12,0.4842850355219692,0.40052417023125536
Q218,1.9819090909090908,1.545047287207566,0.19602703171834124,0.7088379170762147,0.43686180370152483,0.5639485949590479,1.4017472190011064e-32,0.6608535680347527,0.5486767502357335
Q46,1.7335454545454545,1.9462419113987057,0.43053111292836066,0.6220550739497804,0.21269645685325123,0.23963075252273858,6.784782344758986e-06,0.2405401601882438,0.3686625099859048
Q184,6.851636363636363,6.739920358387257,1.5114283464233351,2.741507209740505,0.11171600524910552,0.22430426716141003,3.252315674469553e-05,1.1146759581881533,0.47252846153610895
